城市,日期,aqi指数,首要污染物,空气质量
莆田,2020-01-06,39,-,优
莆田,2020-01-07,50,-,优
莆田,2020-01-08,37,-,优
莆田,2020-01-09,47,-,优
莆田,2020-01-10,45,-,优
泉州,2020-01-04,50,PM2.5,优
泉州,2020-01-05,28,-,优
泉州,2020-01-06,36,-,优
泉州,2020-01-07,43,-,优
泉州,2020-01-08,32,-,优
泉州,2020-01-09,80,PM2.5,良
泉州,2020-01-10,70,PM2.5,良
漳州,2020-01-04,52,PM2.5,良
漳州,2020-01-05,52,-,良
漳州,2020-01-06,40,-,优
漳州,2020-01-07,48,-,优
漳州,2020-01-08,43,-,优
漳州,2020-01-09,58,PM2.5,良
漳州,2020-01-10,52,PM2.5,良
龙岩,2020-01-04,42,-,优
龙岩,2020-01-05,41,-,优
龙岩,2020-01-06,38,-,优
龙岩,2020-01-07,43,-,优
龙岩,2020-01-08,49,-,优
龙岩,2020-01-09,47,-,优
龙岩,2020-01-10,50,-,优
三明,2020-01-04,37,-,优
三明,2020-01-05,37,-,优
三明,2020-01-06,40,-,优
三明,2020-01-07,43,-,优
三明,2020-01-08,45,-,优
三明,2020-01-09,45,-,优
三明,2020-01-10,47,-,优
南平,2020-01-04,35,-,优
南平,2020-01-05,36,-,优
南平,2020-01-06,39,-,优
南平,2020-01-07,43,-,优
南平,2020-01-08,49,-,优
南平,2020-01-09,44,-,优
南平,2020-01-10,45,-,优
钓鱼岛,2020-01-04,95,-,良
钓鱼岛,2020-01-05,44,-,优
钓鱼岛,2020-01-06,50,-,优
钓鱼岛,2020-01-07,50,-,优
钓鱼岛,2020-01-08,34,-,优
钓鱼岛,2020-01-09,60,-,良
钓鱼岛,2020-01-10,60,-,良
南昌,2020-01-04,90,PM2.5,良
南昌,2020-01-05,131,PM2.5,轻度污染
南昌,2020-01-06,43,-,优
南昌,2020-01-07,60,PM2.5,良
南昌,2020-01-08,80,NO2,良
南昌,2020-01-09,82,PM2.5,良
南昌,2020-01-10,89,PM2.5,良
九江,2020-01-04,72,PM2.5,良
九江,2020-01-05,69,PM2.5,良
九江,2020-01-06,46,-,优
九江,2020-01-07,92,PM2.5,良
九江,2020-01-08,93,PM2.5,良
九江,2020-01-09,94,PM2.5,良
九江,2020-01-10,82,PM2.5,良
上饶,2020-01-04,76,-,良
上饶,2020-01-05,48,-,优
上饶,2020-01-06,41,-,优
上饶,2020-01-07,49,-,优
上饶,2020-01-08,68,PM2.5,良
上饶,2020-01-09,59,PM2.5,良
上饶,2020-01-10,47,-,优
抚州,2020-01-04,24,-,优
抚州,2020-01-05,31,-,优
抚州,2020-01-06,38,-,优
抚州,2020-01-07,73,PM2.5,良
抚州,2020-01-08,77,PM2.5,良
抚州,2020-01-09,73,PM2.5,良
抚州,2020-01-10,48,-,优
宜春,2020-01-04,35,-,优
宜春,2020-01-05,48,-,优
宜春,2020-01-06,41,-,优
宜春,2020-01-07,82,PM2.5,良
宜春,2020-01-08,70,PM2.5,良
宜春,2020-01-09,74,PM2.5,良
宜春,2020-01-10,63,PM2.5,良
吉安,2020-01-04,35,-,优
吉安,2020-01-05,40,-,优
吉安,2020-01-06,36,-,优
吉安,2020-01-07,67,PM2.5,良
吉安,2020-01-08,80,PM2.5,良
吉安,2020-01-09,58,PM2.5,良
吉安,2020-01-10,48,-,优
赣州,2020-01-04,37,-,优
赣州,2020-01-05,39,-,优
赣州,2020-01-06,38,-,优
赣州,2020-01-07,42,-,优
赣州,2020-01-08,69,PM2.5,良
赣州,2020-01-09,50,-,优
赣州,2020-01-10,47,-,优
景德镇,2020-01-04,27,-,优
景德镇,2020-01-05,37,-,优
景德镇,2020-01-06,38,-,优
景德镇,2020-01-07,58,PM2.5,良
景德镇,2020-01-08,58,PM2.5,良
景德镇,2020-01-09,52,PM2.5,良
景德镇,2020-01-10,45,-,优
萍乡,2020-01-04,50,-,优
萍乡,2020-01-05,43,-,优
萍乡,2020-01-06,42,-,优
萍乡,2020-01-07,95,PM2.5,良
萍乡,2020-01-08,73,PM2.5,良
萍乡,2020-01-09,55,PM2.5,良
萍乡,2020-01-10,53,PM2.5,良
新余,2020-01-04,43,-,优
新余,2020-01-05,54,PM2.5,良
新余,2020-01-06,37,-,优
新余,2020-01-07,77,PM2.5,良
新余,2020-01-08,84,PM2.5,良
新余,2020-01-09,77,PM2.5,良
新余,2020-01-10,69,PM2.5,良
鹰潭,2020-01-04,40,-,优
鹰潭,2020-01-05,37,-,优
鹰潭,2020-01-06,40,-,优
鹰潭,2020-01-07,49,-,优
鹰潭,2020-01-08,63,PM2.5,良
鹰潭,2020-01-09,57,PM2.5,良
鹰潭,2020-01-10,46,-,优
长沙,2020-01-04,135,PM2.5,轻度污染
长沙,2020-01-05,98,PM2.5,良
长沙,2020-01-06,72,PM2.5,良
长沙,2020-01-07,87,PM2.5,良
长沙,2020-01-08,55,PM2.5,良
长沙,2020-01-09,133,PM2.5,轻度污染
长沙,2020-01-10,169,PM2.5,中度污染
湘潭,2020-01-04,176,PM2.5,中度污染
湘潭,2020-01-05,89,PM2.5,良
湘潭,2020-01-06,70,-,良
湘潭,2020-01-07,138,PM2.5,轻度污染
湘潭,2020-01-08,100,PM2.5,良
湘潭,2020-01-09,108,PM2.5,轻度污染
湘潭,2020-01-10,118,PM2.5,轻度污染
株洲,2020-01-04,107,PM2.5,轻度污染
株洲,2020-01-05,75,PM2.5,良
株洲,2020-01-06,58,-,良
株洲,2020-01-07,89,PM2.5,良
株洲,2020-01-08,84,PM2.5,良
株洲,2020-01-09,88,PM2.5,良
株洲,2020-01-10,97,PM2.5,良
衡阳,2020-01-04,94,PM2.5,良
衡阳,2020-01-05,81,PM2.5,良
衡阳,2020-01-06,50,PM2.5,优
衡阳,2020-01-07,96,PM2.5,良
衡阳,2020-01-08,144,PM2.5,轻度污染
衡阳,2020-01-09,118,PM2.5,轻度污染
衡阳,2020-01-10,150,PM2.5,轻度污染
郴州,2020-01-04,74,PM2.5,良
郴州,2020-01-05,58,-,良
郴州,2020-01-06,45,-,优
郴州,2020-01-07,64,PM2.5,良
郴州,2020-01-08,66,PM2.5,良
郴州,2020-01-09,90,PM2.5,良
郴州,2020-01-10,50,-,优
常德,2020-01-04,87,PM2.5,良
常德,2020-01-05,160,PM2.5,中度污染
常德,2020-01-06,122,PM2.5,轻度污染
常德,2020-01-07,135,PM2.5,轻度污染
常德,2020-01-08,113,PM2.5,轻度污染
常德,2020-01-09,132,PM2.5,轻度污染
常德,2020-01-10,165,PM2.5,中度污染
益阳,2020-01-04,112,PM2.5,轻度污染
益阳,2020-01-05,199,PM2.5,中度污染
益阳,2020-01-06,137,PM2.5,轻度污染
益阳,2020-01-07,94,PM2.5,良
益阳,2020-01-08,125,PM2.5,轻度污染
益阳,2020-01-09,143,PM2.5,轻度污染
益阳,2020-01-10,183,PM2.5,中度污染
娄底,2020-01-04,72,PM2.5,良
娄底,2020-01-05,128,PM2.5,轻度污染
娄底,2020-01-06,74,PM2.5,良
娄底,2020-01-07,92,PM2.5,良
娄底,2020-01-08,113,PM2.5,轻度污染
娄底,2020-01-09,130,PM2.5,轻度污染
娄底,2020-01-10,139,PM2.5,轻度污染
邵阳,2020-01-04,77,PM2.5,良
邵阳,2020-01-05,91,PM2.5,良
邵阳,2020-01-06,65,-,良
邵阳,2020-01-07,94,PM2.5,良
邵阳,2020-01-08,107,PM2.5,轻度污染
邵阳,2020-01-09,117,PM2.5,轻度污染
邵阳,2020-01-10,133,PM2.5,轻度污染
岳阳,2020-01-04,85,PM2.5,良
岳阳,2020-01-05,84,PM2.5,良
岳阳,2020-01-06,55,PM2.5,良
岳阳,2020-01-07,89,PM2.5,良
岳阳,2020-01-08,76,PM2.5,良
岳阳,2020-01-09,93,PM2.5,良
岳阳,2020-01-10,108,PM2.5,轻度污染
张家界,2020-01-04,39,-,优
张家界,2020-01-05,79,PM2.5,良
张家界,2020-01-06,60,PM2.5,良
张家界,2020-01-07,93,PM2.5,良
张家界,2020-01-08,68,PM2.5,良
张家界,2020-01-09,88,PM2.5,良
张家界,2020-01-10,102,PM2.5,轻度污染
怀化,2020-01-04,46,-,优
怀化,2020-01-05,63,PM2.5,良
怀化,2020-01-06,41,-,优
怀化,2020-01-07,80,PM2.5,良
怀化,2020-01-08,75,PM2.5,良
怀化,2020-01-09,85,PM2.5,良
怀化,2020-01-10,90,PM2.5,良
永州,2020-01-04,73,PM2.5,良
永州,2020-01-05,80,PM2.5,良
永州,2020-01-06,43,-,优
永州,2020-01-07,82,PM2.5,良
永州,2020-01-08,81,PM2.5,良
永州,2020-01-09,112,PM2.5,轻度污染
永州,2020-01-10,104,PM2.5,轻度污染
湘西,2020-01-04,39,-,优
湘西,2020-01-05,82,PM2.5,良
湘西,2020-01-06,50,-,优
湘西,2020-01-07,85,PM2.5,良
湘西,2020-01-08,73,PM2.5,良
湘西,2020-01-09,95,PM2.5,良
湘西,2020-01-10,113,PM2.5,轻度污染
贵阳,2020-01-04,50,PM10,优
贵阳,2020-01-05,45,PM10,优
贵阳,2020-01-06,45,PM10,优
贵阳,2020-01-07,50,PM10,优
贵阳,2020-01-08,45,PM10,优
贵阳,2020-01-09,75,PM2.5,良
贵阳,2020-01-10,93,PM2.5,良
遵义,2020-01-04,14,-,优
遵义,2020-01-05,19,-,优
遵义,2020-01-06,49,-,优
遵义,2020-01-07,74,PM2.5,良
遵义,2020-01-08,99,PM2.5,良
遵义,2020-01-09,90,PM2.5,良
遵义,2020-01-10,135,PM2.5,轻度污染
安顺,2020-01-04,21,-,优
安顺,2020-01-05,41,-,优
安顺,2020-01-06,45,-,优
安顺,2020-01-07,68,PM2.5,良
安顺,2020-01-08,46,-,优
安顺,2020-01-09,72,PM2.5,良
安顺,2020-01-10,94,PM2.5,良
黔南,2020-01-04,23,-,优
黔南,2020-01-05,43,-,优
黔南,2020-01-06,41,-,优
黔南,2020-01-07,60,PM2.5,良
黔南,2020-01-08,98,PM2.5,良
黔南,2020-01-09,84,PM2.5,良
黔南,2020-01-10,75,PM2.5,良
黔东南,2020-01-04,40,-,优
黔东南,2020-01-05,49,-,优
黔东南,2020-01-06,43,-,优
黔东南,2020-01-07,53,PM2.5,良
黔东南,2020-01-08,74,PM2.5,良
黔东南,2020-01-09,59,PM2.5,良
黔东南,2020-01-10,63,PM2.5,良
铜仁,2020-01-04,70,-,良
铜仁,2020-01-05,74,PM2.5,良
铜仁,2020-01-06,37,-,优
铜仁,2020-01-07,83,PM2.5,良
铜仁,2020-01-08,79,PM2.5,良
铜仁,2020-01-09,93,PM2.5,良
铜仁,2020-01-10,113,PM2.5,轻度污染
毕节,2020-01-04,17,-,优
毕节,2020-01-05,25,-,优
毕节,2020-01-06,75,PM2.5,良
毕节,2020-01-07,69,PM2.5,良
毕节,2020-01-08,76,PM2.5,良
毕节,2020-01-09,75,PM2.5,良
毕节,2020-01-10,87,PM2.5,良
六盘水,2020-01-04,26,-,优
六盘水,2020-01-05,21,-,优
六盘水,2020-01-06,48,-,优
六盘水,2020-01-07,55,-,良
六盘水,2020-01-08,67,PM2.5,良
六盘水,2020-01-09,59,PM2.5,良
六盘水,2020-01-10,60,PM2.5,良
黔西南,2020-01-04,34,-,优
黔西南,2020-01-05,39,-,优
黔西南,2020-01-06,43,-,优
黔西南,2020-01-07,53,-,良
黔西南,2020-01-08,50,-,优
黔西南,2020-01-09,50,-,优
黔西南,2020-01-10,48,-,优
成都,2020-01-04,103,PM2.5,轻度污染
成都,2020-01-05,121,PM2.5,轻度污染
成都,2020-01-06,110,PM2.5,轻度污染
成都,2020-01-07,127,PM2.5,轻度污染
成都,2020-01-08,177,PM2.5,中度污染
成都,2020-01-09,204,PM2.5,重度污染
成都,2020-01-10,188,PM2.5,中度污染
攀枝花,2020-01-04,96,-,良
攀枝花,2020-01-05,38,-,优
攀枝花,2020-01-06,43,-,优
攀枝花,2020-01-07,23,-,优
攀枝花,2020-01-08,47,-,优
攀枝花,2020-01-09,44,-,优
攀枝花,2020-01-10,44,-,优
自贡,2020-01-04,176,PM2.5,中度污染
自贡,2020-01-05,147,PM2.5,轻度污染
自贡,2020-01-06,163,PM2.5,中度污染
自贡,2020-01-07,202,PM2.5,重度污染
自贡,2020-01-08,183,PM2.5,中度污染
自贡,2020-01-09,288,PM2.5,重度污染
自贡,2020-01-10,219,PM2.5,重度污染
绵阳,2020-01-04,91,PM2.5,良
绵阳,2020-01-05,94,PM2.5,良
绵阳,2020-01-06,55,PM2.5,良
绵阳,2020-01-07,115,PM2.5,轻度污染
绵阳,2020-01-08,148,PM2.5,轻度污染
绵阳,2020-01-09,133,PM2.5,轻度污染
绵阳,2020-01-10,117,PM2.5,轻度污染
南充,2020-01-04,104,PM2.5,轻度污染
南充,2020-01-05,75,PM2.5,良
南充,2020-01-06,97,PM2.5,良
南充,2020-01-07,88,PM2.5,良
南充,2020-01-08,139,PM2.5,轻度污染
南充,2020-01-09,113,PM2.5,轻度污染
南充,2020-01-10,133,PM2.5,轻度污染
达州,2020-01-04,46,-,优
达州,2020-01-05,38,-,优
达州,2020-01-06,59,PM2.5,良
达州,2020-01-07,77,PM2.5,良
达州,2020-01-08,79,PM2.5,良
达州,2020-01-09,82,PM2.5,良
达州,2020-01-10,97,PM2.5,良
遂宁,2020-01-04,95,PM2.5,良
遂宁,2020-01-05,138,PM2.5,轻度污染
遂宁,2020-01-06,117,PM2.5,轻度污染
遂宁,2020-01-07,109,PM2.5,轻度污染
遂宁,2020-01-08,170,PM2.5,中度污染
遂宁,2020-01-09,142,PM2.5,轻度污染
遂宁,2020-01-10,153,PM2.5,中度污染
广安,2020-01-04,77,PM2.5,良
广安,2020-01-05,44,-,优
广安,2020-01-06,88,PM2.5,良
广安,2020-01-07,84,PM2.5,良
广安,2020-01-08,84,PM2.5,良
广安,2020-01-09,88,PM2.5,良
广安,2020-01-10,129,PM2.5,轻度污染
巴中,2020-01-04,62,PM2.5,良
巴中,2020-01-05,90,PM2.5,良
巴中,2020-01-06,74,PM2.5,良
巴中,2020-01-07,68,PM2.5,良
巴中,2020-01-08,98,PM2.5,良
巴中,2020-01-09,88,PM2.5,良
巴中,2020-01-10,94,PM2.5,良
泸州,2020-01-04,173,PM2.5,中度污染
泸州,2020-01-05,132,PM2.5,轻度污染
泸州,2020-01-06,150,PM2.5,轻度污染
泸州,2020-01-07,102,PM2.5,轻度污染
泸州,2020-01-08,96,PM2.5,良
泸州,2020-01-09,236,PM2.5,重度污染
泸州,2020-01-10,212,PM2.5,重度污染
宜宾,2020-01-04,75,PM2.5,良
宜宾,2020-01-05,173,PM2.5,中度污染
宜宾,2020-01-06,117,PM2.5,轻度污染
宜宾,2020-01-07,62,PM2.5,良
宜宾,2020-01-08,163,PM2.5,中度污染
宜宾,2020-01-09,205,PM2.5,重度污染
宜宾,2020-01-10,175,PM2.5,中度污染
内江,2020-01-04,97,PM2.5,良
内江,2020-01-05,131,PM2.5,轻度污染
内江,2020-01-06,130,PM2.5,轻度污染
内江,2020-01-07,125,PM2.5,轻度污染
内江,2020-01-08,163,PM2.5,中度污染
内江,2020-01-09,257,PM2.5,重度污染
内江,2020-01-10,213,PM2.5,重度污染
资阳,2020-01-04,97,PM2.5,良
资阳,2020-01-05,137,PM2.5,轻度污染
资阳,2020-01-06,117,PM2.5,轻度污染
资阳,2020-01-07,114,PM2.5,轻度污染
资阳,2020-01-08,150,PM2.5,轻度污染
资阳,2020-01-09,206,PM2.5,重度污染
资阳,2020-01-10,192,PM2.5,中度污染
乐山,2020-01-04,64,PM2.5,良
乐山,2020-01-05,118,PM2.5,轻度污染
乐山,2020-01-06,92,PM2.5,良
乐山,2020-01-07,55,PM2.5,良
乐山,2020-01-08,124,PM2.5,轻度污染
乐山,2020-01-09,156,PM2.5,中度污染
乐山,2020-01-10,129,PM2.5,轻度污染
眉山,2020-01-04,143,PM2.5,轻度污染
眉山,2020-01-05,146,PM2.5,轻度污染
眉山,2020-01-06,114,PM2.5,轻度污染
眉山,2020-01-07,151,PM2.5,中度污染
眉山,2020-01-08,155,PM2.5,中度污染
眉山,2020-01-09,180,PM2.5,中度污染
眉山,2020-01-10,139,PM2.5,轻度污染
凉山,2020-01-04,47,-,优
凉山,2020-01-05,45,-,优
凉山,2020-01-06,46,-,优
凉山,2020-01-07,18,-,优
凉山,2020-01-08,17,-,优
凉山,2020-01-09,50,-,优
凉山,2020-01-10,55,-,良
雅安,2020-01-04,50,-,优
雅安,2020-01-05,84,PM2.5,良
雅安,2020-01-06,83,PM2.5,良
雅安,2020-01-07,60,-,良
雅安,2020-01-08,89,PM2.5,良
雅安,2020-01-09,135,PM2.5,轻度污染
雅安,2020-01-10,85,PM2.5,良
甘孜,2020-01-04,19,-,优
甘孜,2020-01-05,13,-,优
甘孜,2020-01-06,11,-,优
甘孜,2020-01-07,13,-,优
甘孜,2020-01-08,12,-,优
甘孜,2020-01-09,62,-,良
甘孜,2020-01-10,79,-,良
阿坝,2020-01-04,16,-,优
阿坝,2020-01-05,13,-,优
阿坝,2020-01-06,8,-,优
阿坝,2020-01-07,12,-,优
阿坝,2020-01-08,10,-,优
阿坝,2020-01-09,59,-,良
阿坝,2020-01-10,78,-,良
德阳,2020-01-04,48,-,优
德阳,2020-01-05,73,PM2.5,良
德阳,2020-01-06,83,PM2.5,良
德阳,2020-01-07,123,PM2.5,轻度污染
德阳,2020-01-08,147,PM2.5,轻度污染
德阳,2020-01-09,148,PM2.5,轻度污染
德阳,2020-01-10,130,PM2.5,轻度污染
广元,2020-01-04,49,-,优
广元,2020-01-05,80,PM2.5,良
广元,2020-01-06,46,-,优
广元,2020-01-07,49,-,优
广元,2020-01-08,87,PM2.5,良
广元,2020-01-09,85,PM2.5,良
广元,2020-01-10,72,PM2.5,良
广州,2020-01-04,95,NO2,良
广州,2020-01-05,29,-,优
广州,2020-01-06,33,-,优
广州,2020-01-07,90,NO2,良
广州,2020-01-08,41,-,优
广州,2020-01-09,88,PM2.5,良
广州,2020-01-10,98,PM2.5,良
韶关,2020-01-04,59,-,良
韶关,2020-01-05,40,-,优
韶关,2020-01-06,39,-,优
韶关,2020-01-07,40,-,优
韶关,2020-01-08,46,-,优
韶关,2020-01-09,46,-,优
韶关,2020-01-10,51,-,良
惠州,2020-01-04,85,-,良
惠州,2020-01-05,36,-,优
惠州,2020-01-06,33,-,优
惠州,2020-01-07,47,-,优
惠州,2020-01-08,41,-,优
惠州,2020-01-09,41,-,优
惠州,2020-01-10,46,-,优
梅州,2020-01-04,35,-,优
梅州,2020-01-05,37,-,优
梅州,2020-01-06,58,-,良
梅州,2020-01-07,40,-,优
梅州,2020-01-08,43,-,优
梅州,2020-01-09,41,-,优
梅州,2020-01-10,46,-,优
汕头,2020-01-04,64,-,良
汕头,2020-01-05,41,-,优
汕头,2020-01-06,40,-,优
汕头,2020-01-07,40,-,优
汕头,2020-01-08,37,-,优
汕头,2020-01-09,59,-,良
汕头,2020-01-10,54,-,良
深圳,2020-01-04,73,PM10,良
深圳,2020-01-05,25,-,优
深圳,2020-01-06,17,-,优
深圳,2020-01-07,27,-,优
深圳,2020-01-08,36,-,优
深圳,2020-01-09,48,-,优
深圳,2020-01-10,51,-,良
珠海,2020-01-04,65,-,良
珠海,2020-01-05,43,-,优
珠海,2020-01-06,39,-,优
珠海,2020-01-07,44,-,优
珠海,2020-01-08,45,-,优
珠海,2020-01-09,53,-,良
珠海,2020-01-10,61,-,良
佛山,2020-01-04,80,PM2.5,良
佛山,2020-01-05,29,-,优
佛山,2020-01-06,34,-,优
佛山,2020-01-07,62,-,良
佛山,2020-01-08,48,-,优
佛山,2020-01-09,88,PM2.5,良
佛山,2020-01-10,84,PM2.5,良
肇庆,2020-01-04,48,-,优
肇庆,2020-01-05,48,-,优
肇庆,2020-01-06,40,-,优
肇庆,2020-01-07,38,-,优
肇庆,2020-01-08,69,PM2.5,良
肇庆,2020-01-09,60,PM2.5,良
肇庆,2020-01-10,77,PM2.5,良
湛江,2020-01-04,39,-,优
湛江,2020-01-05,37,-,优
湛江,2020-01-06,33,-,优
湛江,2020-01-07,40,-,优
湛江,2020-01-08,36,-,优
湛江,2020-01-09,55,PM2.5,良
湛江,2020-01-10,49,-,优
江门,2020-01-04,39,-,优
江门,2020-01-05,38,-,优
江门,2020-01-06,35,-,优
江门,2020-01-07,39,-,优
江门,2020-01-08,42,-,优
江门,2020-01-09,60,PM2.5,良
江门,2020-01-10,54,-,良
河源,2020-01-04,89,-,良
河源,2020-01-05,35,-,优
河源,2020-01-06,32,-,优
河源,2020-01-07,38,-,优
河源,2020-01-08,43,-,优
河源,2020-01-09,39,-,优
河源,2020-01-10,46,-,优
清远,2020-01-04,37,-,优
清远,2020-01-05,42,-,优
清远,2020-01-06,43,-,优
清远,2020-01-07,48,-,优
清远,2020-01-08,60,PM2.5,良
清远,2020-01-09,44,-,优
清远,2020-01-10,60,-,良
云浮,2020-01-04,46,-,优
云浮,2020-01-05,39,-,优
云浮,2020-01-06,33,-,优
云浮,2020-01-07,38,-,优
云浮,2020-01-08,60,PM2.5,良
云浮,2020-01-09,49,-,优
云浮,2020-01-10,63,PM2.5,良
潮州,2020-01-04,64,-,良
潮州,2020-01-05,38,-,优
潮州,2020-01-06,35,-,优
潮州,2020-01-07,42,-,优
潮州,2020-01-08,42,-,优
潮州,2020-01-09,47,-,优
潮州,2020-01-10,48,-,优
东莞,2020-01-04,126,PM2.5,轻度污染
东莞,2020-01-05,49,-,优
东莞,2020-01-06,35,-,优
东莞,2020-01-07,34,-,优
东莞,2020-01-08,41,-,优
东莞,2020-01-09,63,PM2.5,良
东莞,2020-01-10,73,PM2.5,良
中山,2020-01-04,47,-,优
中山,2020-01-05,41,-,优
中山,2020-01-06,37,-,优
中山,2020-01-07,47,-,优
中山,2020-01-08,45,-,优
中山,2020-01-09,54,-,良
中山,2020-01-10,60,-,良
阳江,2020-01-04,43,-,优
阳江,2020-01-05,38,-,优
阳江,2020-01-06,35,-,优
阳江,2020-01-07,39,-,优
阳江,2020-01-08,58,PM2.5,良
阳江,2020-01-09,47,-,优
阳江,2020-01-10,55,-,良
揭阳,2020-01-04,57,-,良
揭阳,2020-01-05,40,-,优
揭阳,2020-01-06,40,-,优
揭阳,2020-01-07,46,-,优
揭阳,2020-01-08,44,-,优
揭阳,2020-01-09,62,PM2.5,良
揭阳,2020-01-10,52,PM2.5,良
茂名,2020-01-04,45,-,优
茂名,2020-01-05,37,-,优
茂名,2020-01-06,34,-,优
茂名,2020-01-07,41,-,优
茂名,2020-01-08,65,PM2.5,良
茂名,2020-01-09,54,PM2.5,良
茂名,2020-01-10,51,-,良
汕尾,2020-01-04,53,-,良
汕尾,2020-01-05,37,-,优
汕尾,2020-01-06,34,-,优
汕尾,2020-01-07,36,-,优
汕尾,2020-01-08,49,-,优
汕尾,2020-01-09,46,-,优
汕尾,2020-01-10,47,-,优
昆明,2020-01-04,50,-,优
昆明,2020-01-05,50,-,优
昆明,2020-01-06,50,-,优
昆明,2020-01-07,23,-,优
昆明,2020-01-08,18,-,优
昆明,2020-01-09,55,-,良
昆明,2020-01-10,48,-,优
大理,2020-01-04,44,-,优
大理,2020-01-05,44,-,优
大理,2020-01-06,48,-,优
大理,2020-01-07,29,-,优
大理,2020-01-08,50,-,优
大理,2020-01-09,46,-,优
大理,2020-01-10,45,-,优
红河,2020-01-04,39,-,优
红河,2020-01-05,39,-,优
红河,2020-01-06,39,-,优
红河,2020-01-07,19,-,优
红河,2020-01-08,14,-,优
红河,2020-01-09,59,-,良
红河,2020-01-10,65,-,良
曲靖,2020-01-04,43,-,优
曲靖,2020-01-05,42,-,优
曲靖,2020-01-06,48,-,优
曲靖,2020-01-07,14,-,优
曲靖,2020-01-08,48,-,优
曲靖,2020-01-09,50,-,优
曲靖,2020-01-10,46,-,优
保山,2020-01-04,41,-,优
保山,2020-01-05,42,-,优
保山,2020-01-06,46,-,优
保山,2020-01-07,14,-,优
保山,2020-01-08,50,-,优
保山,2020-01-09,46,-,优
保山,2020-01-10,44,-,优
文山,2020-01-04,40,-,优
文山,2020-01-05,41,-,优
文山,2020-01-06,43,-,优
文山,2020-01-07,16,-,优
文山,2020-01-08,37,-,优
文山,2020-01-09,57,-,良
文山,2020-01-10,62,-,良
玉溪,2020-01-04,43,-,优
玉溪,2020-01-05,42,-,优
玉溪,2020-01-06,48,-,优
玉溪,2020-01-07,22,-,优
玉溪,2020-01-08,50,-,优
玉溪,2020-01-09,52,-,良
玉溪,2020-01-10,49,-,优
楚雄,2020-01-04,40,-,优
楚雄,2020-01-05,39,-,优
楚雄,2020-01-06,45,-,优
楚雄,2020-01-07,21,-,优
楚雄,2020-01-08,47,-,优
楚雄,2020-01-09,47,-,优
楚雄,2020-01-10,43,-,优
普洱,2020-01-04,37,-,优
普洱,2020-01-05,35,-,优
普洱,2020-01-06,40,-,优
普洱,2020-01-07,48,-,优
普洱,2020-01-08,47,-,优
普洱,2020-01-09,47,-,优
普洱,2020-01-10,47,-,优
昭通,2020-01-04,42,-,优
昭通,2020-01-05,44,-,优
昭通,2020-01-06,46,-,优
昭通,2020-01-07,51,-,良
昭通,2020-01-08,49,-,优
昭通,2020-01-09,51,-,良
昭通,2020-01-10,49,-,优
临沧,2020-01-04,40,-,优
临沧,2020-01-05,40,-,优
临沧,2020-01-06,44,-,优
临沧,2020-01-07,12,-,优
临沧,2020-01-08,50,-,优
临沧,2020-01-09,52,-,良
临沧,2020-01-10,48,-,优
怒江,2020-01-04,46,-,优
怒江,2020-01-05,43,-,优
怒江,2020-01-06,49,-,优
怒江,2020-01-07,13,-,优
怒江,2020-01-08,48,-,优
怒江,2020-01-09,44,-,优
怒江,2020-01-10,47,-,优
迪庆,2020-01-04,20,-,优
迪庆,2020-01-05,14,-,优
迪庆,2020-01-06,13,-,优
迪庆,2020-01-07,11,-,优
迪庆,2020-01-08,13,-,优
迪庆,2020-01-09,60,-,良
迪庆,2020-01-10,69,-,良
丽江,2020-01-04,47,-,优
丽江,2020-01-05,44,-,优
丽江,2020-01-06,49,-,优
丽江,2020-01-07,17,-,优
丽江,2020-01-08,15,-,优
丽江,2020-01-09,49,-,优
丽江,2020-01-10,48,-,优
德宏,2020-01-04,37,-,优
德宏,2020-01-05,38,-,优
德宏,2020-01-06,42,-,优
德宏,2020-01-07,47,-,优
德宏,2020-01-08,44,-,优
德宏,2020-01-09,43,-,优
德宏,2020-01-10,46,-,优
西双版纳,2020-01-04,38,-,优
西双版纳,2020-01-05,39,-,优
西双版纳,2020-01-06,40,-,优
西双版纳,2020-01-07,43,-,优
西双版纳,2020-01-08,46,-,优
西双版纳,2020-01-09,45,-,优
西双版纳,2020-01-10,43,-,优
南宁,2020-01-04,31,-,优
南宁,2020-01-05,37,-,优
南宁,2020-01-06,50,-,优
南宁,2020-01-07,65,-,良
南宁,2020-01-08,62,-,良
南宁,2020-01-09,68,PM2.5,良
南宁,2020-01-10,62,PM2.5,良
崇左,2020-01-04,38,-,优
崇左,2020-01-05,40,-,优
崇左,2020-01-06,35,-,优
崇左,2020-01-07,43,-,优
崇左,2020-01-08,64,PM2.5,良
崇左,2020-01-09,65,PM2.5,良
崇左,2020-01-10,65,-,良
柳州,2020-01-04,36,-,优
柳州,2020-01-05,56,-,良
柳州,2020-01-06,32,-,优
柳州,2020-01-07,62,-,良
柳州,2020-01-08,46,-,优
柳州,2020-01-09,67,PM2.5,良
柳州,2020-01-10,57,PM2.5,良
来宾,2020-01-04,36,-,优
来宾,2020-01-05,43,-,优
来宾,2020-01-06,32,-,优
来宾,2020-01-07,41,-,优
来宾,2020-01-08,70,PM2.5,良
来宾,2020-01-09,60,PM2.5,良
来宾,2020-01-10,55,-,良
桂林,2020-01-04,41,-,优
桂林,2020-01-05,58,-,良
桂林,2020-01-06,37,-,优
